Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
Overcast,rain,5.422222222222221,5.422222222222221,0.87,3.22,30.0,11.7047,1029.31
Partly Cloudy,rain,,3.555555555555555,0.89,16.9372,151.0,9.9015,1011.5
Mostly Cloudy,rain,,2.9611111111111104,0.87,8.3881,279.0,5.9087000000000005,1003.99
Overcast,rain,6.111111111111111,2.577777777777778,0.94,19.2556,323.0,6.8425,1004.61
Partly Cloudy,rain,18.52777777777777,18.52777777777777,0.47,1.9481,125.0,10.577700000000002,1013.6
Partly Cloudy,rain,27.15555555555555,27.41111111111111,0.48,11.9462,259.0,9.982,1016.56
Partly Cloudy,rain,19.60555555555556,19.60555555555556,0.69,3.22,5.0,15.1823,1019.94
Partly Cloudy,rain,13.499999999999998,13.499999999999998,0.75,22.7493,156.0,14.168000000000005,1007.95
Overcast,rain,17.41111111111111,17.41111111111111,0.91,10.1108,61.0,11.125100000000002,1008.4
Mostly Cloudy,rain,3.9833333333333343,3.9833333333333343,0.99,4.717300000000001,235.0,7.212800000000001,1018.16
Mostly Cloudy,rain,4.605555555555555,2.2888888888888874,0.83,9.6278,156.0,9.1448,1018.71
Foggy,rain,7.222222222222222,5.394444444444445,0.93,9.66,320.0,3.059,1015.5
Clear,rain,10.094444444444443,10.094444444444443,0.86,7.905100000000001,330.0,9.982,1023.13
Overcast,rain,17.666666666666668,17.666666666666668,0.71,8.774500000000002,48.0,9.982,1009.19
Mostly Cloudy,snow,-0.6277777777777772,-3.877777777777778,0.96,9.3863,193.0,8.05,1020.05
Overcast,rain,13.794444444444444,13.794444444444444,0.72,9.7083,299.0,9.982,1012.46
Mostly Cloudy,rain,21.094444444444445,21.094444444444445,0.45,12.2038,142.0,10.3523,1017.27
Mostly Cloudy,snow,-0.2166666666666669,-3.4000000000000004,0.95,9.4346,192.0,7.406,1020.12
Mostly Cloudy,rain,24.97222222222222,24.97222222222222,0.69,2.9785000000000004,208.0,15.134000000000002,1008.88
Mostly Cloudy,rain,17.861111111111114,17.861111111111114,0.37,17.581200000000003,241.0,10.2557,1013.75
Overcast,snow,-0.0166666666666672,-3.405555555555555,0.82,10.3523,17.0,10.0303,1016.2
Mostly Cloudy,rain,9.755555555555556,8.944444444444445,0.86,7.0357,140.0,7.744099999999999,1021.24
Partly Cloudy,rain,18.88888888888889,18.88888888888889,0.9,9.66,330.0,8.05,1014.0
Mostly Cloudy,rain,15.56111111111111,15.56111111111111,0.84,6.5366,338.0,14.9086,1023.14
Partly Cloudy,rain,28.86111111111111,27.84444444444445,0.32,8.9999,327.0,16.1,1018.63
Mostly Cloudy,rain,16.06666666666667,16.06666666666667,0.7,6.0858,168.0,15.826300000000002,1017.09
Overcast,rain,7.644444444444442,4.961111111111111,,15.504300000000002,349.0,9.982,1018.12
Clear,rain,6.016666666666666,3.522222222222224,0.61,11.914,61.0,14.812,1030.04
Clear,rain,27.77777777777778,27.38333333333334,0.38,12.799500000000002,,9.982,0.0
Partly Cloudy,rain,30.811111111111103,31.350000000000005,0.45,6.9552000000000005,228.0,15.3111,1015.07
Partly Cloudy,rain,27.127777777777776,27.227777777777774,0.45,15.295000000000002,0.0,16.1,1018.57
Overcast,rain,5.533333333333334,5.533333333333334,0.96,3.3649,319.0,7.969500000000001,1021.43
Mostly Cloudy,rain,2.6555555555555563,-0.472222222222223,1.0,11.5598,211.0,3.864,1028.26
Partly Cloudy,rain,13.961111111111112,13.961111111111112,0.64,4.0411,130.0,11.27,1014.99
Partly Cloudy,rain,16.505555555555556,16.505555555555556,0.91,3.3166,33.0,14.9086,1021.95
Overcast,rain,9.894444444444446,8.466666666666669,0.75,10.3201,343.0,9.982,1016.32
Mostly Cloudy,rain,12.727777777777776,12.727777777777776,0.71,17.436300000000003,302.0,10.0464,1012.21
Mostly Cloudy,rain,20.32777777777778,20.32777777777778,0.75,12.88,161.0,14.586600000000002,1016.25
Mostly Cloudy,rain,6.666666666666667,4.422222222222223,0.65,11.27,230.0,16.1,1004.8
Partly Cloudy,rain,12.116666666666667,12.116666666666667,0.93,8.3398,301.0,4.395300000000001,1017.52
Partly Cloudy,rain,19.75555555555556,19.75555555555556,0.62,26.5328,182.0,10.835300000000002,1001.57
Overcast,snow,-0.0444444444444434,-1.6166666666666667,0.86,4.9910000000000005,113.0,7.0357,1036.97
Mostly Cloudy,rain,,28.41111111111111,0.39,9.0482,350.0,10.3523,1014.81
,rain,31.016666666666666,33.61666666666667,0.55,3.3005,336.0,11.27,1014.5
Mostly Cloudy,rain,9.905555555555557,8.055555555555555,0.5,13.1215,320.0,9.982,1019.27
Mostly Cloudy,rain,3.4111111111111114,0.3222222222222213,0.67,12.1394,332.0,14.9569,1022.46
Foggy,rain,3.888888888888889,3.888888888888889,1.0,3.22,240.0,2.254,1020.2
Clear,rain,5.050000000000002,1.9055555555555557,0.76,14.49,210.0,9.982,0.0
Clear,rain,12.750000000000002,12.750000000000002,0.72,7.969500000000001,160.0,,1019.0
Mostly Cloudy,rain,8.983333333333334,6.9722222222222205,0.83,12.799500000000002,182.0,9.982,1025.61
Foggy,rain,5.0,5.0,0.93,1.61,180.0,1.932,1019.9
Mostly Cloudy,rain,22.661111111111115,22.661111111111115,0.73,12.6707,300.0,9.982,1020.98
Clear,rain,8.838888888888887,8.838888888888887,0.89,0.0,0.0,9.7083,1029.53
Overcast,rain,25.777777777777786,25.777777777777786,0.51,15.681400000000002,349.0,16.1,1009.31
Partly Cloudy,rain,30.977777777777774,29.47222222222222,0.27,8.0822,15.0,15.552600000000002,1016.14
Partly Cloudy,rain,28.838888888888885,28.73333333333333,0.43,15.536500000000002,358.0,10.0464,1014.05
Partly Cloudy,rain,16.48888888888889,16.48888888888889,0.9,6.488300000000001,291.0,16.1,1016.36
Mostly Cloudy,rain,5.877777777777776,5.877777777777776,0.95,2.6887,163.0,11.3505,1028.36
Partly Cloudy,rain,27.22222222222222,26.977777777777774,0.39,8.05,310.0,9.982,1017.9
Mostly Cloudy,rain,8.455555555555556,8.455555555555556,0.86,3.6064000000000007,247.0,15.826300000000002,1022.03
Partly Cloudy,rain,27.84444444444445,28.16111111111111,0.49,9.4668,319.0,16.1,1014.42
Overcast,rain,5.572222222222223,4.422222222222223,0.96,5.9248,287.0,7.3255,1022.11
Overcast,rain,10.97222222222222,10.97222222222222,0.72,27.78860000000001,150.0,14.9086,1017.76
Partly Cloudy,rain,2.82777777777778,2.82777777777778,0.82,1.5295,280.0,4.6690000000000005,1029.48
Overcast,rain,4.3277777777777775,1.6944444444444429,0.89,10.835300000000002,309.0,14.9086,1008.96
Overcast,rain,12.92222222222222,12.92222222222222,0.9,11.9623,45.0,9.66,1018.32
Mostly Cloudy,rain,8.838888888888887,7.161111111111111,0.59,10.577700000000002,157.0,15.826300000000002,1020.19
Clear,rain,14.794444444444444,14.794444444444444,0.93,3.5581,329.0,10.3523,1017.57
Partly Cloudy,rain,7.688888888888891,7.688888888888891,0.89,1.8193,52.0,6.295100000000001,1016.77
Foggy,snow,-0.0444444444444434,-2.6444444444444453,,7.5992,31.0,2.9624,1033.91
Mostly Cloudy,snow,-5.072222222222221,-10.433333333333334,0.63,14.023100000000005,41.0,,1018.57
Partly Cloudy,rain,6.144444444444446,3.883333333333335,0.86,10.7709,311.0,9.982,1030.01
Mostly Cloudy,rain,8.266666666666667,6.3166666666666655,0.74,11.4632,262.0,15.826300000000002,1026.89
Mostly Cloudy,rain,14.88888888888889,14.88888888888889,0.83,0.0,0.0,15.826300000000002,1017.08
Foggy,rain,0.7222222222222207,-1.1444444444444437,0.95,5.9087000000000005,77.0,3.1878,1024.13
Partly Cloudy,rain,25.0,25.0,0.21,,160.0,9.982,1013.1
Partly Cloudy,rain,16.016666666666666,16.016666666666666,0.52,3.1073,3.0,9.982,1015.25
Overcast,rain,10.494444444444444,10.494444444444444,0.89,13.2664,158.0,9.5473,1027.73
Foggy,snow,-7.294444444444443,-11.194444444444445,0.96,7.776300000000001,121.0,1.8676,1007.92
Partly Cloudy,rain,7.716666666666667,7.088888888888888,0.89,5.2647,299.0,16.1,1015.93
Mostly Cloudy,rain,4.100000000000001,0.7555555555555552,0.82,14.3934,303.0,8.3398,1024.09
Mostly Cloudy,rain,7.938888888888887,7.061111111111112,0.89,6.1985,173.0,14.9086,1019.9
Mostly Cloudy,rain,18.84444444444445,18.84444444444445,0.9,14.9569,329.0,9.982,1015.1
Mostly Cloudy,rain,28.938888888888894,28.02777777777778,0.33,13.6045,151.0,15.826300000000002,1015.2
Clear,rain,6.916666666666668,6.916666666666668,0.82,4.1216,317.0,14.9569,1020.51
Mostly Cloudy,rain,2.2000000000000006,2.2000000000000006,0.92,3.1395,359.0,4.025,1041.84
Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.35,11.1895,169.0,16.1,1020.33
Mostly Cloudy,rain,17.77777777777778,17.77777777777778,0.56,14.49,330.0,11.27,1006.3
Clear,rain,8.15,6.405555555555556,0.77,10.1591,129.0,14.9569,1019.35
Overcast,rain,12.2,12.2,1.0,3.1556,132.0,4.9427,1014.1
Mostly Cloudy,rain,18.86666666666666,18.86666666666666,0.93,6.262900000000001,282.0,14.9086,1012.89
Partly Cloudy,rain,18.33333333333333,18.33333333333333,0.83,3.2039,90.0,16.1,1015.18
Mostly Cloudy,rain,,20.90555555555555,0.6,5.618900000000001,191.0,14.9569,1014.64
Partly Cloudy,rain,7.022222222222222,4.883333333333333,0.93,11.0768,260.0,9.982,1013.59
Overcast,rain,1.1333333333333329,-4.444444444444445,0.75,25.116,319.0,11.2056,993.45
Foggy,rain,7.777777777777778,6.400000000000002,1.0,8.05,160.0,0.161,1029.8
Mostly Cloudy,rain,18.58333333333333,18.58333333333333,0.58,15.230600000000004,310.0,9.982,1016.57
Clear,rain,0.9555555555555548,-3.055555555555556,0.77,14.1197,151.0,6.7781,1019.86
Partly Cloudy,rain,22.31666666666667,22.31666666666667,0.48,7.5348,235.0,11.27,1016.27
Dry,rain,34.05555555555556,33.00555555555555,0.28,13.8138,179.0,9.982,1014.03
Mostly Cloudy,rain,5.977777777777777,4.383333333333334,0.87,7.6636,27.0,10.0464,1016.44
Overcast,rain,10.999999999999998,10.999999999999998,0.77,22.701,,11.3988,1021.24
Mostly Cloudy,rain,6.749999999999999,5.66111111111111,0.95,6.295100000000001,8.0,4.4919,1015.91
Breezy and Mostly Cloudy,rain,12.761111111111113,12.761111111111113,0.5,33.6973,261.0,10.3523,1008.41
Partly Cloudy,rain,16.783333333333335,16.783333333333335,0.48,13.7494,130.0,15.826300000000002,1019.98
Partly Cloudy,rain,15.988888888888887,15.988888888888887,0.6,16.6796,220.0,9.982,1019.32
Overcast,,-2.2000000000000006,-5.338888888888889,0.99,8.0983,131.0,3.9606,1022.68
Mostly Cloudy,rain,16.211111111111112,16.211111111111112,0.93,4.2182,279.0,14.715400000000002,1007.41
Mostly Cloudy,rain,21.116666666666667,21.116666666666667,0.68,20.2055,300.0,9.982,1007.95
Foggy,snow,-3.822222222222221,-3.822222222222221,0.92,4.6690000000000005,149.0,0.161,1023.5
Clear,,16.133333333333333,16.133333333333333,0.91,2.5599000000000003,340.0,8.420300000000001,1011.97
Clear,rain,8.838888888888887,5.350000000000001,0.63,26.3879,309.0,9.982,0.0
Overcast,rain,19.627777777777776,19.627777777777776,0.88,11.0929,15.0,9.2897,1000.83
Partly Cloudy,rain,37.15555555555555,36.35,0.24,3.2039,190.0,10.3523,1012.7
Foggy,rain,6.111111111111111,4.13888888888889,0.94,9.3541,160.0,0.4991,1015.98
Partly Cloudy,rain,7.222222222222222,4.388888888888888,0.51,15.8585,261.0,10.0464,1020.22
,rain,7.916666666666667,6.194444444444444,0.69,9.7727,23.0,16.1,1022.75
Partly Cloudy,rain,7.577777777777778,7.577777777777778,0.9,3.22,310.0,14.9086,1017.32
Mostly Cloudy,snow,-2.7777777777777777,-2.7777777777777777,0.85,3.22,40.0,4.508,1031.7
Overcast,snow,-1.072222222222222,-4.461111111111112,0.85,9.5795,281.0,13.8138,1017.62
Partly Cloudy,rain,19.98333333333333,19.98333333333333,0.81,6.295100000000001,130.0,14.9086,1011.97
Mostly Cloudy,snow,-1.2166666666666677,-4.822222222222222,0.89,10.2718,156.0,11.5276,1020.92
Partly Cloudy,rain,11.044444444444444,11.044444444444444,0.8,17.8549,290.0,16.1,1011.95
Mostly Cloudy,rain,22.16666666666667,22.16666666666667,0.59,8.1144,300.0,10.3523,1014.6
Light Rain,rain,11.683333333333334,11.683333333333334,0.9,10.8836,157.0,0.0,1020.3
Mostly Cloudy,rain,14.2,14.2,0.49,22.6366,300.0,10.577700000000002,1017.71
Partly Cloudy,rain,18.916666666666668,18.916666666666668,0.47,5.7799000000000005,114.0,10.3845,1022.9
Mostly Cloudy,rain,16.266666666666666,16.266666666666666,0.47,16.0839,289.0,15.826300000000002,1016.3
Mostly Cloudy,snow,-0.4611111111111101,-0.4611111111111101,0.88,3.22,160.0,4.4436,1032.0
Clear,rain,2.283333333333333,2.283333333333333,0.99,4.6046000000000005,112.0,3.864,1019.04
Overcast,rain,3.816666666666665,2.811111111111112,0.93,4.8783,168.0,3.3971,1029.58
Mostly Cloudy,rain,2.8611111111111103,0.7222222222222207,0.95,7.711900000000001,141.0,4.7495,1022.97
Overcast,snow,-1.277777777777778,-1.277777777777778,1.0,1.4168,299.0,4.7656,1012.44
Partly Cloudy,rain,23.905555555555555,23.905555555555555,0.5,5.618900000000001,218.0,11.4471,1014.56
Partly Cloudy,rain,22.87777777777778,22.87777777777778,0.68,6.2146,,15.439900000000002,1021.6
Mostly Cloudy,rain,4.927777777777776,4.927777777777776,1.0,3.0751,200.0,4.8139,1018.08
Mostly Cloudy,rain,20.0,20.0,0.9,3.2039,359.0,16.1,1014.14
Mostly Cloudy,rain,11.11111111111111,11.11111111111111,0.54,22.540000000000003,330.0,9.982,1005.0
Overcast,rain,,,0.79,16.744000000000003,249.0,9.982,1000.72
Mostly Cloudy,rain,19.81111111111111,19.81111111111111,0.62,8.5491,200.0,11.4471,1009.1
Partly Cloudy,rain,23.616666666666667,23.616666666666667,0.63,10.3523,126.0,9.982,1014.49
Foggy,rain,2.76111111111111,2.76111111111111,0.96,3.0268,212.0,2.1574000000000004,1021.53
Clear,rain,14.02777777777778,14.02777777777778,0.83,9.3702,171.0,15.1823,1014.95
Partly Cloudy,rain,18.616666666666667,18.616666666666667,0.92,3.4776,233.0,14.9569,1017.27
Partly Cloudy,rain,22.03333333333333,22.03333333333333,0.66,0.3381,228.0,11.0285,1005.39
Overcast,rain,2.727777777777776,2.727777777777776,0.92,3.880100000000001,320.0,6.6976,1032.52
Partly Cloudy,rain,11.205555555555556,11.205555555555556,0.66,7.760200000000001,189.0,7.212800000000001,1021.4
Partly Cloudy,rain,22.855555555555554,22.855555555555554,0.61,9.2575,165.0,11.3988,1015.72
Partly Cloudy,snow,-1.0388888888888894,-3.972222222222221,0.81,8.0983,271.0,8.1305,1018.51
Overcast,rain,24.90555555555555,24.90555555555555,0.64,23.167900000000003,130.0,16.1,1006.84
Partly Cloudy,rain,23.811111111111117,23.811111111111117,0.45,16.0195,290.0,11.2056,0.0
Mostly Cloudy,rain,1.1111111111111112,-2.933333333333334,0.69,14.49,180.0,9.982,1032.8
Clear,rain,12.872222222222224,12.872222222222224,,3.2039,289.0,9.982,1020.42
Clear,snow,-8.77222222222222,-13.988888888888887,0.73,10.6421,11.0,15.826300000000002,1027.38
Mostly Cloudy,rain,20.372222222222224,20.372222222222224,0.7,13.846,138.0,16.1,1009.63
Foggy,snow,-2.9888888888888885,-7.077777777777777,1.0,10.7548,359.0,0.322,1027.43
Clear,rain,18.98888888888889,18.98888888888889,0.83,3.1556,131.0,14.168000000000005,1012.1
Partly Cloudy,rain,13.638888888888888,13.638888888888888,0.99,5.152000000000001,230.0,8.3398,1012.08
Overcast,rain,5.072222222222224,2.183333333333333,,13.0088,10.0,5.0393,998.36
Overcast,rain,8.91111111111111,7.98888888888889,1.0,6.9391,139.0,4.9427,1010.04
Clear,rain,22.266666666666666,22.266666666666666,0.3,10.787,329.0,9.982,1026.4
Mostly Cloudy,rain,7.744444444444444,,0.69,13.9587,141.0,11.8979,1018.44
Clear,rain,16.53333333333333,16.53333333333333,0.87,10.851400000000002,31.0,15.8746,1006.97
Partly Cloudy,rain,14.022222222222224,14.022222222222224,0.77,11.8174,211.0,11.2056,1010.34
Foggy,snow,-4.977777777777778,-4.977777777777778,0.92,3.0429,185.0,0.161,1028.79
Mostly Cloudy,rain,22.43333333333333,22.43333333333333,0.72,16.4864,350.0,11.9784,1013.56
Foggy,snow,-2.3555555555555547,-5.433333333333334,1.0,7.856800000000001,120.0,0.161,1029.25
Mostly Cloudy,rain,19.98333333333333,19.98333333333333,0.62,8.5813,216.0,10.3684,1010.78
Breezy and Overcast,snow,-0.0722222222222216,-6.477777777777778,0.75,29.398600000000005,0.0,9.982,1005.24
Foggy,snow,-1.0277777777777786,-6.127777777777778,0.99,17.581200000000003,50.0,2.3667,1008.79
Mostly Cloudy,rain,14.494444444444447,14.494444444444447,0.84,4.3309,36.0,14.9569,1012.98
Partly Cloudy,rain,27.22222222222222,27.1,0.41,17.0338,121.0,16.1,1014.57
Overcast,rain,15.127777777777776,15.127777777777776,0.99,9.7727,317.0,6.0053,1005.69
Partly Cloudy,rain,22.077777777777776,22.077777777777776,0.65,11.3988,311.0,16.1,1016.35
Mostly Cloudy,rain,12.68888888888889,12.68888888888889,0.34,20.6241,348.0,16.1,1027.96
Partly Cloudy,rain,26.03888888888889,26.03888888888889,0.42,12.7029,120.0,16.1,1014.97
Partly Cloudy,rain,20.933333333333337,20.933333333333337,0.6,1.9481,171.0,9.982,1020.66
Overcast,rain,1.0388888888888874,-2.261111111111111,1.0,10.851400000000002,339.0,3.3971,1021.45
Foggy,snow,-2.822222222222221,-2.822222222222221,0.92,1.61,270.0,0.2254,1025.68
Overcast,rain,15.955555555555556,15.955555555555556,0.9,10.8031,34.0,8.227100000000002,1005.63
Mostly Cloudy,rain,15.511111111111113,15.511111111111113,0.93,6.488300000000001,339.0,16.1,1009.55
Foggy,snow,-3.888888888888889,-7.861111111111111,0.92,9.7405,301.0,1.7549,1023.46
Partly Cloudy,rain,18.87222222222222,18.87222222222222,0.84,6.1341,161.0,15.826300000000002,1015.23
Mostly Cloudy,snow,-0.0499999999999999,-3.577777777777778,0.74,10.8836,32.0,15.826300000000002,1015.63
Foggy,snow,-0.0222222222222217,-0.0222222222222217,0.92,4.8139,322.0,2.6404,1014.97
Overcast,rain,6.133333333333333,3.988888888888889,0.86,10.1913,198.0,4.2021,1011.48
Mostly Cloudy,rain,24.15,24.15,0.6,7.3255,315.0,9.982,1017.42
Partly Cloudy,rain,17.083333333333332,17.083333333333332,0.63,20.2538,150.0,11.27,1002.17
Partly Cloudy,rain,9.466666666666663,9.466666666666663,0.93,0.0,0.0,15.7297,1029.51
Overcast,rain,8.838888888888887,6.244444444444445,0.93,17.0821,21.0,6.1985,1014.98
Mostly Cloudy,rain,9.166666666666666,8.399999999999999,0.79,6.488300000000001,145.0,9.5151,1020.61
Partly Cloudy,rain,19.93333333333333,19.93333333333333,0.9,3.0912,290.0,16.1,1015.16
Mostly Cloudy,rain,4.366666666666666,1.9555555555555573,0.94,9.821,173.0,3.2361,1006.91
Mostly Cloudy,rain,7.222222222222222,7.222222222222222,0.86,0.0,0.0,9.982,1019.0
Partly Cloudy,rain,27.655555555555555,26.73333333333333,0.27,12.3648,151.0,10.3523,1006.33
Mostly Cloudy,rain,23.86666666666666,23.86666666666666,0.65,7.1645,170.0,10.3523,1017.42
Partly Cloudy,rain,6.277777777777776,2.3000000000000003,0.58,23.7314,290.0,11.4471,1008.12
Partly Cloudy,rain,32.31666666666667,34.42777777777778,0.48,14.2163,182.0,9.982,1011.71
Clear,rain,22.11111111111111,22.11111111111111,0.6,20.3504,10.0,16.1,1022.31
Mostly Cloudy,rain,3.738888888888887,1.377777777777776,0.82,9.1126,100.0,14.731500000000002,1025.29
Foggy,rain,1.0111111111111113,1.0111111111111113,1.0,0.0,0.0,0.161,1028.63
Overcast,rain,7.083333333333333,3.055555555555556,0.99,26.7421,19.0,3.6064000000000007,1000.86
Partly Cloudy,rain,17.244444444444444,17.244444444444444,0.51,16.035600000000002,299.0,9.982,1016.74
Mostly Cloudy,rain,15.0,15.0,0.5,12.88,170.0,9.982,1018.92
Partly Cloudy,rain,23.78333333333333,,0.41,7.438200000000001,95.0,15.552600000000002,1017.2
Clear,rain,15.511111111111113,15.511111111111113,0.81,4.8944,73.0,15.826300000000002,1010.75
Partly Cloudy,rain,12.77777777777778,12.77777777777778,0.16,28.98,20.0,9.982,1027.8
Mostly Cloudy,snow,-0.0722222222222216,-5.599999999999999,0.75,22.0409,310.0,9.982,1013.34
Partly Cloudy,rain,16.20555555555556,16.20555555555556,0.87,7.856800000000001,320.0,16.1,1013.83
Partly Cloudy,rain,24.67777777777778,24.67777777777778,0.43,16.067800000000002,318.0,11.2056,1012.16
Overcast,rain,9.933333333333334,7.11111111111111,0.57,22.1214,330.0,9.982,
Partly Cloudy,rain,12.333333333333336,12.333333333333336,0.66,11.0446,140.0,9.982,1008.1
Partly Cloudy,snow,-3.238888888888888,-7.411111111111111,0.92,10.8836,212.0,6.0697,1019.16
Clear,rain,3.872222222222222,1.1722222222222218,0.82,10.706500000000002,15.0,9.982,1029.24
Clear,rain,16.844444444444445,16.844444444444445,0.79,2.0930000000000004,247.0,14.9569,1014.07
Mostly Cloudy,rain,17.26111111111111,17.26111111111111,0.86,2.5116,91.0,9.982,1024.92
Partly Cloudy,rain,29.75,29.488888888888887,0.41,10.1269,312.0,16.1,1015.88
Foggy,snow,,-0.0499999999999999,0.85,3.1878,138.0,2.737,1024.92
Mostly Cloudy,rain,26.016666666666666,26.016666666666666,0.34,,111.0,9.982,1006.39
Foggy,snow,-0.944444444444444,-5.638888888888888,0.98,15.407700000000002,358.0,1.5939,1005.49
Mostly Cloudy,rain,9.772222222222224,8.25,0.84,10.722600000000002,161.0,15.826300000000002,1013.99
Mostly Cloudy,rain,11.038888888888888,11.038888888888888,0.8,2.9785000000000004,,8.1305,1024.3
Mostly Cloudy,rain,1.1111111111111112,-1.8833333333333335,0.78,9.66,330.0,9.982,1021.4
Overcast,rain,1.7388888888888905,-1.4444444444444453,0.81,10.948,210.0,9.9015,1013.28
Mostly Cloudy,rain,2.7111111111111126,-1.3722222222222216,0.83,16.9533,150.0,16.0517,1018.73
Partly Cloudy,rain,4.883333333333333,3.0166666666666666,0.71,8.0017,271.0,15.1823,1010.32
Overcast,rain,11.016666666666666,11.016666666666666,,3.2039,141.0,16.0517,1014.51
Partly Cloudy,rain,13.88888888888889,13.88888888888889,0.72,4.83,220.0,6.118,1009.2
Overcast,rain,2.7722222222222235,1.1944444444444438,0.96,5.957000000000001,131.0,6.6976,1020.89
Foggy,rain,6.111111111111111,4.13888888888889,0.94,9.3541,160.0,0.4991,1015.98
Partly Cloudy,rain,20.13888888888889,20.13888888888889,0.75,6.279,11.0,15.150100000000002,1011.68
Foggy,rain,10.56111111111111,10.56111111111111,1.0,6.1824,271.0,2.4633000000000003,1014.66
Partly Cloudy,rain,26.00555555555556,26.00555555555556,0.35,15.0535,224.0,10.3523,1013.02
,rain,2.2222222222222223,2.2222222222222223,0.96,0.0,0.0,0.161,1019.3
Mostly Cloudy,rain,1.6222222222222231,-1.6111111111111105,0.78,11.0607,140.0,15.826300000000002,1021.75
Dry and Partly Cloudy,rain,37.24444444444445,35.50555555555555,0.19,12.4936,211.0,9.982,1008.78
Mostly Cloudy,rain,3.5500000000000003,,0.85,9.7083,157.0,8.694,1018.94
Foggy,rain,1.0444444444444458,1.0444444444444458,1.0,3.2039,211.0,0.161,1015.52
Overcast,rain,12.03888888888889,12.03888888888889,0.93,12.9766,328.0,4.9427,996.88
Mostly Cloudy,snow,-0.688888888888888,-0.688888888888888,0.84,3.3166,312.0,9.982,1033.47
Clear,rain,11.316666666666666,11.316666666666666,0.89,1.9642,270.0,15.1823,1015.66
Partly Cloudy,snow,-14.82777777777778,-20.78333333333333,0.92,9.4668,167.0,5.4579,1014.64
Partly Cloudy,snow,-2.205555555555555,,0.93,4.0572,258.0,6.7781,1005.17
Mostly Cloudy,snow,-2.2000000000000006,-8.516666666666666,0.65,23.5382,1.0,16.1,1012.89
Mostly Cloudy,rain,16.177777777777777,16.177777777777777,0.52,5.3774,307.0,14.9569,1016.11
Clear,,10.16111111111111,10.16111111111111,0.86,20.125,166.0,9.9981,1023.2
Mostly Cloudy,rain,13.822222222222225,13.822222222222225,0.9,14.828100000000004,329.0,9.982,
Partly Cloudy,rain,7.566666666666666,5.122222222222222,0.85,13.6528,165.0,9.7888,1015.93
Mostly Cloudy,snow,-0.0722222222222216,-4.861111111111111,0.58,17.114300000000004,349.0,9.982,1013.78
Mostly Cloudy,rain,20.944444444444443,20.944444444444443,0.78,,136.0,14.876400000000002,1008.98
Partly Cloudy,rain,5.044444444444443,4.172222222222221,0.93,4.9427,116.0,4.83,
Mostly Cloudy,snow,-1.2722222222222217,-4.711111111111112,0.94,9.6439,169.0,5.635000000000001,1020.03
Partly Cloudy,rain,11.91111111111111,11.91111111111111,0.91,10.3201,291.0,14.9569,1022.67
Partly Cloudy,rain,15.105555555555554,15.105555555555554,0.68,4.9588,235.0,9.982,1023.31
Mostly Cloudy,rain,10.833333333333334,10.833333333333334,0.81,13.3469,2.0,9.8049,1008.4
Overcast,snow,-3.6000000000000005,-7.5166666666666675,0.87,9.7405,290.0,5.216400000000001,1039.44
Overcast,rain,12.68888888888889,12.68888888888889,0.9,11.0124,191.0,11.27,1009.71
Mostly Cloudy,rain,10.783333333333331,10.783333333333331,0.72,9.2897,230.0,9.9015,1017.08
Partly Cloudy,rain,27.82777777777778,27.08888888888889,0.33,20.2377,311.0,10.3523,1017.98
Clear,rain,18.077777777777783,18.077777777777783,0.78,3.22,290.0,14.9569,1012.4
Mostly Cloudy,rain,3.872222222222222,-1.2333333333333327,0.69,28.175,19.0,16.1,1029.7
Overcast,rain,2.1611111111111114,-2.527777777777778,0.96,20.2377,313.0,3.5420000000000007,1004.87
Overcast,rain,7.177777777777779,4.827777777777777,0.86,12.5097,0.0,9.982,1008.06
Partly Cloudy,rain,2.7333333333333343,-0.8555555555555551,0.96,13.9909,141.0,3.976700000000001,
Partly Cloudy,rain,26.216666666666665,26.216666666666665,0.43,26.436200000000003,301.0,10.3684,1010.71
,rain,12.194444444444446,12.194444444444446,,4.6690000000000005,139.0,9.982,1010.8
Mostly Cloudy,rain,1.633333333333332,-1.427777777777778,0.85,10.3523,169.0,8.211,1019.51
Overcast,rain,7.733333333333334,7.733333333333334,0.71,4.83,93.0,7.905100000000001,1015.81
Clear,rain,15.533333333333337,15.533333333333337,0.84,3.3327,283.0,15.826300000000002,1020.27
Mostly Cloudy,,11.97777777777778,11.97777777777778,0.87,7.0518,11.0,16.1,1017.2
Mostly Cloudy,rain,12.122222222222222,12.122222222222222,0.86,11.0446,0.0,11.27,0.0
Foggy,rain,10.483333333333333,10.483333333333333,0.94,6.1341,170.0,1.9159,1021.68
Partly Cloudy,rain,2.8500000000000014,-1.9444444444444444,0.59,22.4917,309.0,11.4471,1015.17
Partly Cloudy,rain,27.605555555555554,28.40555555555555,0.55,12.380900000000002,297.0,10.3523,1005.1
Partly Cloudy,rain,22.700000000000003,22.700000000000003,0.38,1.5295,320.0,9.982,1019.48
Mostly Cloudy,rain,7.127777777777776,4.761111111111111,0.92,12.5419,320.0,11.27,1024.83
Mostly Cloudy,snow,-6.411111111111111,-13.294444444444444,0.82,19.9157,160.0,4.9910000000000005,1018.28
